iter	Logloss
534	0.09144380121
535	0.09131082088
536	0.0911632166
537	0.09101185313
538	0.09081790482
539	0.09063600627
540	0.09040198313
541	0.0902583085
542	0.09010522911
543	0.08991251815
544	0.08978977862
545	0.08970344824
546	0.08954738246
547	0.08941702821
548	0.0893225047
549	0.08919334144
550	0.08909666696
551	0.08900930579
552	0.08882255844
553	0.08872499731
554	0.08863008953
555	0.08852628772
556	0.08840913558
557	0.08824272903
558	0.08815496482
559	0.0880239587
560	0.08785067254
561	0.08767434292
562	0.08750661908
563	0.08731006929
564	0.08713151854
565	0.08704582945
566	0.08687470546
567	0.08669500061
568	0.08660022433
569	0.08650026987
570	0.0863707075
571	0.08619085238
572	0.08605205287
573	0.08591143495
574	0.08572862987
575	0.08562753882
576	0.08554569155
577	0.08539310098
578	0.08527353028
579	0.08515757527
580	0.08500313412
581	0.08487599647
582	0.08476076508
583	0.08465580461
584	0.08456207977
585	0.08443239899
586	0.08426792092
587	0.08405491126
588	0.08389242758
589	0.08380000207
590	0.08360722866
591	0.08353093598
592	0.08335319903
593	0.08328407419
594	0.0831876897
595	0.0830674542
596	0.08292106235
597	0.08279330216
598	0.08271072403
599	0.08259279119
600	0.08245811891
601	0.08233821014
602	0.08228700896
603	0.08220281093
604	0.0820624062
605	0.0819719511
606	0.08183097366
607	0.08168494922
608	0.08159383359
609	0.08144634505
610	0.08127286904
611	0.08116822378
612	0.08103822842
613	0.08089534584
614	0.0808382151
615	0.0806944971
616	0.08055338973
617	0.08035073015
618	0.08029809878
619	0.08018241941
620	0.08011304386
621	0.08000419695
622	0.07991174636
623	0.07977404292
624	0.07969518487
625	0.0794838864
626	0.07938285842
627	0.07919101835
628	0.07905690711
629	0.0789218977
630	0.07884297043
631	0.07879689036
632	0.07872350963
633	0.07864924335
634	0.07857363628
635	0.07844986581
636	0.07833526816
637	0.07817196121
638	0.07806201886
639	0.07794635794
640	0.07779520119
641	0.07767127084
642	0.07755146014
643	0.07744209429
644	0.07731828724
645	0.07716795471
646	0.07704852624
647	0.076984084
648	0.07685033496
649	0.07673596327
650	0.07667466951
651	0.07654628252
652	0.07645721805
653	0.0762737119
654	0.07611787193
655	0.07599250476
656	0.07586293293
657	0.07563714155
658	0.07553704911
659	0.0754100417
660	0.07529004399
661	0.07514231041
662	0.07508267596
663	0.07493796866
664	0.07484694511
665	0.07469760599
666	0.07460264523
667	0.07451135062
668	0.07428169187
669	0.07421863016
670	0.0740476432
671	0.07392945949
672	0.0738064314
673	0.07367362484
674	0.07356674441
675	0.07348682861
676	0.07331700899
677	0.07317331954
678	0.07306742889
679	0.0729671138
680	0.07284695304
681	0.07280118251
682	0.07268912389
683	0.07260105487
684	0.07251641091
685	0.07243296772
686	0.07234515683
687	0.07224716774
688	0.0721014973
689	0.07203475508
690	0.07190987042
691	0.0717879775
692	0.071731302
693	0.07159612545
694	0.07155641314
695	0.07148163643
696	0.07137410429
697	0.07130610896
698	0.07123878015
699	0.07113137589
700	0.07107946466
701	0.07101129193
702	0.07096122544
703	0.07089811469
704	0.07079806167
705	0.07072869763
706	0.07059309896
707	0.07047461218
708	0.07032610594
709	0.07020501122
710	0.07015228823
711	0.07012104815
712	0.07000499002
713	0.0698285065
714	0.06975199952
715	0.06963156913
716	0.06955822892
717	0.06941367773
718	0.06932965662
719	0.06926733192
720	0.06915196351
721	0.06903897959
722	0.06885169186
723	0.06874728266
724	0.06869647128
725	0.06852162673
726	0.0684445155
727	0.06832151076
728	0.06822408886
729	0.06811079667
730	0.0680429792
731	0.06792490082
732	0.06789335041
733	0.06779190882
734	0.06770914194
735	0.06761229322
736	0.06747986826
737	0.06740502832
738	0.06731254982
739	0.06727239395
740	0.06715488639
741	0.06703936691
742	0.06700003904
743	0.06685735908
744	0.06679655225
745	0.06671328772
746	0.0666716739
747	0.06659830405
748	0.06652869939
749	0.06643569391
750	0.06639152623
751	0.06632145593
752	0.06622925574
753	0.06619294579
754	0.06613415543
755	0.06605225486
756	0.06596521568
757	0.06591606156
758	0.0658172451
759	0.06571622879
760	0.06563657333
761	0.06551905331
762	0.06548123842
763	0.06540895565
764	0.06534236196
765	0.06522087366
766	0.06516455863
767	0.06504194572
768	0.06499269873
769	0.06489086892
770	0.06476981867
771	0.0647148892
772	0.06459805779
773	0.0645496179
774	0.06439596076
775	0.06429298782
776	0.06422657366
777	0.06416509604
778	0.06405414105
779	0.06390193704
780	0.06384779718
781	0.06377132166
782	0.06368334103
783	0.06357941457
784	0.0635400841
785	0.06340520809
786	0.06331962386
787	0.0632670532
788	0.06318741635
789	0.06313617922
790	0.0630722731
791	0.0629902087
792	0.0628855096
793	0.06279521479
794	0.06275639379
795	0.06260971236
796	0.0625326378
797	0.06247870372
798	0.06233777642
799	0.06226752817
800	0.06217167885
801	0.06213806893
802	0.06209053415
803	0.06199797523
804	0.06196583713
805	0.06189545185
806	0.06183110107
807	0.06178876426
808	0.06173164464
809	0.06166347049
810	0.06156629009
811	0.0614522899
812	0.06141234966
813	0.06134298814
814	0.06130871311
815	0.06124035738
816	0.06117796795
817	0.06106730554
818	0.06098938335
819	0.06090885314
820	0.06087656477
821	0.06081362266
822	0.06066841912
823	0.06060131801
824	0.06055745498
825	0.06049193473
826	0.0603996531
827	0.06025772968
828	0.06021039736
829	0.0600736779
830	0.0599896974
831	0.05986796556
832	0.05978743834
833	0.05974511834
834	0.0596987367
835	0.0595929545
836	0.05951267615
837	0.05944583869
838	0.0593629742
839	0.0592625943
840	0.05921612739
841	0.05916494297
842	0.05901840786
843	0.05898291397
844	0.05890876358
845	0.05886096034
846	0.05876671515
847	0.05871447121
848	0.05863630354
849	0.05856892853
850	0.05847466201
851	0.05836335404
852	0.05828949837
853	0.05822928762
854	0.05811280923
855	0.05805349019
856	0.05796064537
857	0.05787530047
858	0.05784394127
859	0.0577396454
860	0.0576754757
861	0.05757989194
862	0.05749872398
863	0.05739629219
864	0.05727845777
865	0.05719086021
866	0.05709853855
867	0.05703395654
868	0.05696526907
869	0.05692283496
870	0.05682321955
871	0.05679887198
872	0.05675649414
873	0.05671548256
874	0.05661082311
875	0.05653237667
876	0.05648543618
877	0.05642235302
878	0.05636124058
879	0.05627903098
880	0.05620233973
881	0.05612514684
882	0.05603275778
883	0.05598040969
884	0.05584903648
885	0.05577772887
886	0.05569697173
887	0.05558322317
888	0.05550272581
889	0.05543545173
890	0.05535747534
891	0.05527024963
892	0.05520150552
893	0.05514157354
894	0.05505926204
895	0.05504026887
896	0.0550215139
897	0.05490619472
898	0.05485579153
899	0.05471915709
900	0.05461174708
901	0.0545268143
902	0.05444995383
903	0.05431197065
904	0.05423157508
905	0.05414480449
906	0.05408498891
907	0.05401062015
908	0.05395145965
909	0.05392486466
910	0.05379174472
911	0.05369387756
912	0.05362487805
913	0.05355956068
914	0.05349391882
915	0.05344373171
916	0.05335782066
917	0.05330643115
918	0.05323512515
919	0.05318657691
920	0.05311177419
921	0.05304971357
922	0.05294503366
923	0.0528650462
924	0.052829148
925	0.05275622006
926	0.05268079023
927	0.0526479556
928	0.05254394246
929	0.05249515385
930	0.05245961458
931	0.0524058966
932	0.05235221194
933	0.05226570186
934	0.05224066685
935	0.0521646975
936	0.05213050249
937	0.05201605183
938	0.0519699364
939	0.05189881553
940	0.05185669952
941	0.05175477519
942	0.05172715809
943	0.05162771121
944	0.05157753963
945	0.05153643419
946	0.05149864126
947	0.05146402901
948	0.0513942535
949	0.05136064349
950	0.05132365223
951	0.05129781468
952	0.05123293956
953	0.05114271295
954	0.0510792437
955	0.05101237076
956	0.05098932497
957	0.05094400036
958	0.05087046877
959	0.05083337166
960	0.05078666082
961	0.05071298873
962	0.05067655085
963	0.05059553431
964	0.0504988061
965	0.05047195661
966	0.05042518368
967	0.05036084571
968	0.05033242497
969	0.05026161686
970	0.05020130205
971	0.05017330218
972	0.05015086726
973	0.05011874114
974	0.05009010643
975	0.0500096305
976	0.04995898382
977	0.04989375781
978	0.04986167467
979	0.04980016094
980	0.04972556202
981	0.04967005354
982	0.04958663739
983	0.04948363686
984	0.04936442323
985	0.04931012064
986	0.04927142138
987	0.04919386643
988	0.04912668585
989	0.0490539234
990	0.04901833115
991	0.0489857017
992	0.04891159807
993	0.04887819456
994	0.04879812281
995	0.04871043248
996	0.04859675554
997	0.04857340463
998	0.04852113538
999	0.04848608848
272999
997	0.04265838971
998	0.04264173913
999	0.04260480395
